Date,Station-ERA5-Tmax,Station-PRISM-Tmax,PRISM-ERA5-Tmax
2015-05,0.7045257959472039,0.6276656952284089,0.5514425040118992
2015-06,0.8505962568674355,0.7803411832633286,0.7415063636502913
2015-07,0.8425324401482889,0.7701455235912545,0.7430319812475741
2015-08,0.8810435666177834,0.8127620090668314,0.7916462287711284
2015-09,0.8254797863761882,0.7288243202371973,0.7032260129072677
2016-05,0.5216767338079332,0.7675647881466879,0.6558785245888094
2016-06,0.7190499966836635,0.9355746269973293,0.7470616625419995
2016-07,0.777302026093396,0.9559048866511796,0.8027273640923234
2016-08,0.7187000050506199,0.918518731446451,0.7750189839195706
2016-09,0.5953783798367408,0.9071860720392168,0.6418450892185465
2017-05,0.7853678682134191,0.6471352261394234,0.6133328479472844
2017-06,0.8924541454943231,0.8242016833046463,0.8022454143675882
2017-07,0.8589588446171688,0.7903462851634612,0.7610687387708758
2017-08,0.8527451823734068,0.8169595380638823,0.7755262592093597
2017-09,0.8171126672414131,0.7117062882568467,0.6726537479920477
2018-05,0.8101716594224759,0.7104337095250476,0.6898661493963818
2018-06,0.8581744281594085,0.7241993094513041,0.7108191779797671
2018-07,0.8675310690055965,0.8067116744052242,0.776584788327599
2018-08,0.8585359368849831,0.7902347846649256,0.7522600123284999
2018-09,0.8175215208276757,0.7276279443926597,0.6973966342050266
2019-05,0.7574984130546177,0.6387755586760213,0.6375191575962182
2019-06,0.8309416292595803,0.7463437455875284,0.7057945486883521
2019-07,0.8559687333542814,0.7917838209617856,0.7602458276824184
2019-08,0.8850482216654475,0.8163799367370518,0.7961799560791558
2019-09,0.8324927663135092,0.7016130369617538,0.6747649973244966
2020-05,0.7045464403973635,0.8723607096130905,0.7226811324351284
2020-06,0.666099446592135,0.8581295386795725,0.7457433742980771
2020-07,0.7569598621810855,0.9571474952517439,0.7762082030566383
2020-08,0.799162818943883,0.9524387334056489,0.8176514612584004
2020-09,0.6879418865556078,0.8711884548433876,0.7724139463731889
