STATE,state,year,wbgt_26_prison,wbgt_28_prison,wbgt_30_prison,wbgt_35_prison,wbgt_26_state,wbgt_28_state,wbgt_30_state,wbgt_35_state,wbgt_26_diff,wbgt_28_diff,wbgt_30_diff,wbgt_35_diff
AL,01,2009,49.619995624589805,12.823233428133888,0.004062880895083914,0,44.96017938863432,10.065578828475697,0,0,4.659816235955482,2.7576545996581903,0.004062880895083914,0
AL,01,2010,90.76607181923305,46.19536206519361,3.764040378785511,0,86.04931215330265,41.052889198527055,2.620398770121663,0,4.716759665930397,5.142472866666559,1.143641608663848,0
AL,01,2011,80.8610807263181,28.009375878988656,1.2796512173016221,0,77.19526998055272,23.981303397211708,0.23629429028248358,0,3.66581074576537,4.028072481776949,1.0433569270191385,0
AL,01,2012,56.5795855861487,15.374972653686283,0.26808763321561396,0,54.06814574997633,12.800826386570533,0.13295680467181217,0,2.5114398361723715,2.5741462671157507,0.1351308285438018,0
AL,01,2013,45.79373066224959,6.39353689408382,0.059005531768603306,0,41.40942725639159,4.303067978092494,0,0,4.384303405857999,2.090468915991327,0.059005531768603306,0
AL,01,2014,58.068756445916804,10.451229802794012,0,0,52.99638729352977,7.727863218007088,0,0,5.072369152387033,2.723366584786924,0,0
AL,01,2015,68.57830421602026,29.807981998312343,1.9915617089102102,0,63.08216996652593,25.178550190399076,1.2483715611117485,0,5.496134249494325,4.629431807913267,0.7431901477984617,0
AL,01,2016,95.13745038597368,35.82979654342595,0.3161233865674907,0,89.28033641652132,29.745554801242044,0.01983757785364747,0,5.857113969452357,6.084241742183906,0.29628580871384325,0
AL,01,2017,61.38369222114573,19.527299434321968,0.011126043066537488,0,54.700249426556724,14.21191335199813,0,0,6.683442794589006,5.315386082323839,0.011126043066537488,0
AL,01,2018,98.35500203144045,28.034972028627685,0.6870019064287277,0,90.83776750807706,21.450219027284987,0.3667331203435748,0,7.517234523363385,6.584753001342698,0.3202687860851529,0
AL,01,2019,96.36944088508298,32.81170109697784,2.066912523049036,0,88.16666826271174,22.483171131008472,1.013479721228656,0,8.202772622371242,10.32852996596937,1.05343280182038,0
AL,01,2020,74.90455355189549,26.099665593649405,0.07425696159014908,0,68.42629266659243,20.412729003895535,0.005769341741555272,0,6.478260885303058,5.68693658975387,0.0684876198485938,0
AR,05,1982,69.94226836558124,29.35024382570395,2.529652351738241,0,65.9957124121245,28.04351398271453,2.1063903234847103,0,3.9465559534567376,1.3067298429894194,0.4232620282535309,0
AR,05,1983,72.5609564259871,37.28574799433695,4.29003460751927,0,69.42844857047197,36.57050667101513,2.998092198962961,0,3.1325078555151293,0.7152413233218198,1.291942408556309,0
AR,05,1984,54.76470819568979,14.875963504797861,0.3014786849142677,0,52.79315944343046,13.175294488878697,0.2917627604662852,0,1.9715487522593307,1.7006690159191642,0.009715924447982527,0
AR,05,1985,66.0020056630486,30.0791253736039,1.569097058360862,0,62.906989865792546,26.751559150158418,1.0790251599759182,0,3.0950157972560604,3.3275662234454835,0.4900718983849439,0
AR,05,1986,77.01667453201196,34.07782759163127,5.635795186408683,0,67.86125657593435,24.904258941298153,4.328044569697615,0,9.155417956077613,9.173568650333117,1.3077506167110684,0
AR,05,1987,72.13567720622936,34.785276073619634,7.066894761680038,0,65.79467214252018,31.48835534418685,5.696268151750018,0,6.341005063709176,3.2969207294327845,1.37062660993002,0
AR,05,1988,66.38111530596193,38.37395784174925,3.053169734151329,0,63.511170075850224,33.800976930757265,1.2890555667252757,0,2.8699452301117034,4.572980910991987,1.7641141674260534,0
AR,05,1989,52.96688689633475,24.28861884536731,0.8790309894604373,0,50.1618334665175,20.456138085344413,1.4336144051995099,0,2.8050534298172494,3.8324807600228965,-0.5545834157390725,0
AR,05,1990,69.28445021236432,35.84371558911436,1.879266949819097,0,67.63475807799928,32.92575276268297,1.2875235616268619,0,1.64969213436504,2.917962826431392,0.5917433881922352,0
AR,05,1991,72.1494415604845,21.345406638351424,0.09721566776781501,0,66.60132581161692,17.634850852487304,0,0,5.548115748867588,3.71055578586412,0.09721566776781501,0
AR,05,1992,45.610390121126315,12.338681768129621,0.13111530596193172,0,40.13490072781939,10.62955466592494,0.0065281889284035,0,5.475489393306923,1.7091271022046808,0.12458711703352822,0
AR,05,1993,75.66273399402233,40.97310051911279,2.0263095799905617,0,70.42537585957433,36.36691401671536,1.9757289715478912,0,5.237358134448002,4.606186502397428,0.05058060844267054,0
AR,05,1994,54.68212207015888,15.697695453830423,0.459296838131194,0,50.29578082604824,13.904608585580142,0.35572022506644896,0,4.386341244110646,1.7930868682502812,0.10357661306474503,0
AR,05,1995,66.48887053641654,36.09788422211735,4.864440773949976,0,63.228855892110076,32.31303711960129,3.588645416362474,0,3.260014644306466,3.7848471025160606,1.2757953575875023,0
AR,05,1996,52.70501022494888,18.067130722038698,0.9592575114047507,0,47.2644627424421,15.844541580469569,0.5983412833592977,0,5.44054748250678,2.222589141569129,0.360916228045453,0
AR,05,1997,60.35842378480415,29.0260736196319,3.097372974673588,0,57.55455866579011,25.745189132248402,2.575340338089032,0,2.8038651190140413,3.2808844873834992,0.522032636584556,0
AR,05,1998,99.79974830895077,54.28665250904515,6.486707566462168,0,94.19044362596804,49.41896150804424,6.271135811786136,0,5.6093046829827244,4.867691001000907,0.21557175467603162,0
AR,05,1999,71.03055686644643,33.30509674374705,8.300967437470504,0,67.13696839199656,31.670892505637553,7.741968278868417,0,3.8935884744498708,1.634204238109497,0.558999158602087,0
AR,05,2000,75.90117193644801,41.64287399716848,6.859053012427245,0,71.05845878500165,37.91985292250992,6.661971904600484,0,4.842713151446361,3.7230210746585612,0.19708110782676158,0
AR,05,2001,61.666666666666664,29.032955796759477,1.5837266005977662,0,58.72631522631207,28.058449136210786,1.5027558255011664,0,2.940351440354597,0.9745066605486912,0.08097077509659978,0
AR,05,2002,69.20497089822243,27.63551989932358,0.2569215038540192,0,62.09986522178906,23.182072908840482,0.15441953903412767,0,7.105105676433368,4.453446990483098,0.10250196481989152,0
AR,05,2003,54.91768916155419,25.456543967280165,2.4644879660217085,0,51.74869275576773,22.546139629244692,2.0988386004779773,0,3.1689964057864657,2.910404338035473,0.3656493655437312,0
AR,05,2004,42.351895548214564,13.428425357873211,0.27304546169576843,0,38.27444515482859,11.432034421384841,0.21131103696931214,0,4.077450393385973,1.9963909364883694,0.061734424726456294,0
AR,05,2005,71.9944549315715,28.534528865817208,1.9727859053012426,0,66.58824018004407,22.892368730756246,1.0281237943156962,0,5.406214751527429,5.642160135060962,0.9446621109855464,0
AR,05,2006,61.41635205285512,26.43428504011326,1.0959572125216297,0,58.58961690944059,26.918659305306154,1.2502245937908987,0,2.826735143414524,-0.48437426519289417,-0.15426738126926898,0
AR,05,2007,57.77044989775051,22.685425515180118,1.3885480572597138,0,50.967349446228916,19.46129535042915,1.1552335316728977,0,6.803100451521594,3.2241301647509673,0.2333145255868161,0
AR,05,2008,54.35897435897436,17.4806512505899,1.947813434009753,0,46.30419118931145,15.642361910752069,1.6642807892980964,0,8.054783169662905,1.8382893398378322,0.2835326447116566,0
AR,05,2009,42.12356457448482,18.711223847726917,1.4499370772376907,0,38.34894435079844,17.138322304660626,0.8383781930881308,0,3.7746202236863766,1.5729015430662905,0.61155888414956,0
AR,05,2010,92.71236432279377,54.236786219915054,12.77796130250118,0,86.44208004249147,48.07087821415347,10.456119750937543,0,6.270284280302306,6.165908005761587,2.3218415515636366,0
AR,05,2011,82.3051360704735,47.24492685228881,8.393857165329559,0,80.62071928346387,45.41687424643952,8.013671703663809,0,1.6844167870096243,1.8280526058492939,0.38018546166575007,0
AR,05,2012,63.29432122070159,33.13343558282209,2.342063866603744,0,62.417598639428135,32.53642889169745,1.2340731544433292,0,0.8767225812734551,0.5970066911246406,1.1079907121604147,0
AR,05,2013,58.64177284882806,17.634064810445178,0.43951549473021867,0,53.6359716516932,14.92189251734275,0.3693758298966478,0,5.005801197134865,2.7121722931024284,0.07013966483357087,0
AR,05,2014,52.147711184521,16.17590844738084,0.3158329400660689,0,45.32863327740649,13.197013634316562,0.07528903491324153,0,6.819077907114512,2.9788948130642794,0.24054390515282736,0
AR,05,2015,69.43778511876671,31.64865502595564,5.744690891930156,0,61.707057211856636,27.092827475759567,3.4526356732753145,0,7.730727906910076,4.555827550196074,2.2920552186548413,0
AR,05,2016,82.66599811231713,47.51061821613969,4.718341985213151,0,75.63065396757487,40.26477506129223,3.869455163504428,0,7.035344144742254,7.2458431548474636,0.8488868217087226,0
AR,05,2017,54.280438886267106,20.29266949819097,0.9605946201038226,0,48.21382090680142,16.779674451662945,0.6803600706425577,0,6.066617979465683,3.512995046528026,0.2802345494612649,0
AR,05,2018,87.76927009595721,31.832861412616015,2.261129463583451,0,78.17816278744728,28.644623245570205,2.104725145833838,0,9.591107308509933,3.18823816704581,0.15640431774961305,0
AR,05,2019,80.34603586597451,29.5545068428504,2.6365030674846626,0,73.80734826554915,26.817240734396233,2.5392055902296766,0,6.538687600425362,2.7372661084541683,0.09729747725498594,0
AR,05,2020,56.09914267736354,24.291293062765455,0.71295422369042,0,51.22447848918437,20.91450317800036,0.8390999966342432,0,4.8746641881791675,3.3767898847650955,-0.12614577294382312,0
AZ,04,1982,81.36859318395277,45.20971420904334,8.883654233194687,0,66.08760407449867,34.961157170357076,0.7263170716262318,0,15.280989109454097,10.248557038686265,8.157337161568455,0
AZ,04,1983,96.5064571313565,50.84086944854421,8.284616932778746,0,80.15917548246631,36.29914089740619,0.09807532186875192,0,16.34728164889019,14.541728551138021,8.186541610909995,0
AZ,04,1984,103.45600764792701,58.18043069904736,15.543707231987119,0,87.45696050861963,42.764630068875576,2.2073981334311448,0,15.999047139307379,15.415800630171788,13.336309098555974,0
AZ,04,1985,86.57728431504093,49.82441634241245,4.168220850664162,0,75.34174672439703,38.69893005764659,1.9562693809650653,0,11.2355375906439,11.125486284765856,2.2119514696990965,0
AZ,04,1986,92.70594056084798,53.01626861666443,11.285271031799276,0,78.48460781151714,31.84878496881602,2.1393595865390633,0,14.221332749330841,21.167483647848414,9.145911445260213,0
AZ,04,1987,99.59771233060512,39.5685294512277,5.044780625251576,0,81.40680434680779,25.14343208818372,0.0887664793865288,0,18.19090798379733,14.425097363043978,4.956014145865048,0
AZ,04,1988,103.47019656514155,59.32847511069368,17.906480611834162,0,89.68329062004979,50.098527947499434,11.341672041185788,0,13.78690594509176,9.229947163194247,6.564808570648374,0
AZ,04,1989,112.59266402790823,54.484117134039984,9.687189722259493,0,89.94851332622896,44.20222517931191,2.3230640111755902,0,22.644150701679266,10.281891954728074,7.3641257110839025,0
AZ,04,1990,89.28127935059707,49.97316516838857,12.843804508251711,0,74.83007966402621,39.64992371264926,5.432691647369762,0,14.45119968657086,10.323241455739307,7.411112860881949,0
AZ,04,1991,98.37862270226755,37.58639138601905,2.8685931839527705,0,76.32985823697346,25.091699361448736,0.09999614630932573,0,22.048764465294084,12.494692024570316,2.768597037643445,0
AZ,04,1992,100.70780222729103,45.7313330202603,10.287082382933047,0,80.12199763007759,31.313675320629052,4.8270002604871625,0,20.58580459721344,14.417657699631249,5.460082122445884,0
AZ,04,1993,100.98658258419428,51.41570508520059,8.405625251576547,0,89.67195088354521,38.15128620764296,2.9122033531425875,0,11.314631700649073,13.264418877557631,5.49342189843396,0
AZ,04,1994,107.54731316248491,65.13249698108145,18.878421441030458,0,95.47470971751122,57.663264774896355,8.681483238631746,0,12.072603444973694,7.46923220618509,10.196938202398712,0
AZ,04,1995,98.63135650073795,61.209395545417955,20.105678921239768,0,89.26986153860385,55.0977038009484,15.221915447696661,0,9.361494962134103,6.111691744469553,4.883763473543107,0
AZ,04,1996,113.18678719978531,66.63992687508386,23.536227022675433,0,95.77076569564895,59.99211718487707,15.596788490802147,0,17.416021504136367,6.647809690206792,7.939438531873286,0
AZ,04,1997,110.0192539916812,53.49082584194284,10.442472829732994,0,99.40577961954743,43.2817145486902,5.338943295214894,0,10.613474372133766,10.20911129325264,5.1035295345181,0
AZ,04,1998,87.69386488662283,58.09053401314907,17.166560445458206,0,78.8588843460073,48.126426533304446,7.331249173209659,0,8.834980540615533,9.964107479844621,9.835311272248546,0
AZ,04,1999,101.02314504226486,57.48596202871327,13.16241781832819,0,87.76950740501805,42.66363922455071,1.8119846180886547,0,13.253637637246811,14.82232280416256,11.350433200239536,0
AZ,04,2000,114.60415269019187,61.09333489869851,11.617503018918557,0,103.23453770560165,52.102685625237136,6.417433407756406,0,11.369614984590214,8.990649273461372,5.20006961116215,0
AZ,04,2001,116.80304910774186,55.7302763987656,6.445944586072723,0,104.59013341671918,38.277613612423075,1.9891348724949403,0,12.212915691022673,17.452662786342522,4.456809713577782,0
AZ,04,2002,103.0356567825037,56.38907151482624,6.709244599490138,0,92.29684642404779,43.23848835905642,1.8357861146294976,0,10.738810358455908,13.150583155769823,4.873458484860641,0
AZ,04,2003,117.04696095532,62.6187776734201,15.725731249161411,0,101.02654361853409,47.79054305668373,6.6127531683932315,0,16.02041733678591,14.828234616736367,9.11297808076818,0
AZ,04,2004,93.84226150543405,39.018012880719176,6.276381993827989,0,79.8106901063689,25.3103343285441,1.323280324619401,0,14.031571399065157,13.707678552175075,4.953101669208587,0
AZ,04,2005,101.20137863947404,56.562776734200995,9.610173755534683,0,86.96139509720457,38.83349491709049,3.3035476326138533,0,14.23998354226947,17.729281817110504,6.3066261229208305,0
AZ,04,2006,102.21856970347511,52.347007916275324,11.670904333825305,0,91.36270855168257,42.25527185381798,6.537183157600726,0,10.855861151792539,10.091736062457343,5.133721176224579,0
AZ,04,2007,98.86812357439958,57.39541124379444,10.35567892123977,0,83.87138472304258,46.19383703534602,2.0470484773774777,0,14.996738851356994,11.20157420844842,8.308630443862292,0
AZ,04,2008,97.52648262444653,55.026415537367505,6.952133369113109,0,86.84796640703195,43.4995549619592,0.7296778434109371,0,10.678516217414582,11.526860575408307,6.222455525702172,0
AZ,04,2009,99.69061116328994,50.7161881121696,10.491865691667785,0,83.6607875198994,40.02465587308774,4.281363813648541,0,16.029823643390543,10.691532239081859,6.210501878019244,0
AZ,04,2010,96.16515161679861,49.849137931034484,9.648648195357573,0,89.44568590220406,40.689768549891674,4.858777009249701,0,6.7194657145945484,9.15936938114281,4.789871186107872,0
AZ,04,2011,95.59886958271836,55.187038776331676,9.897742519790688,0,81.06198103134419,49.55617652256552,3.3385308467739443,0,14.536888551374176,5.6308622537661535,6.559211673016744,0
AZ,04,2012,104.12320542063598,47.19156715416611,5.53236951563129,0,83.90876271897875,26.16323014777748,0.33080448493855724,0,20.214442701657234,21.02833700638863,5.201565030692732,0
AZ,04,2013,95.70934523010868,46.71979404266738,5.098014222460754,0,82.42775186180515,24.931296413246134,0.2538124614714478,0,13.281593368303533,21.788497629421247,4.844201760989306,0
AZ,04,2014,97.53018918556286,31.09709177512411,3.0604790017442642,0,82.510603868512,12.361821469081624,0.2001389302902342,0,15.019585317050854,18.735270306042487,2.86034007145403,0
AZ,04,2015,98.61215282436602,49.744364685361596,4.565644706829465,0,84.43993027758711,33.350830917294644,0.22818796366355862,0,14.172222546778912,16.393533768066952,4.337456743165906,0
AZ,04,2016,87.78652891453106,47.24954716221656,4.890128136320945,0,74.9007395064514,33.32094986052088,0.5696787235626479,0,12.88578940807966,13.928597301695682,4.320449412758297,0
AZ,04,2017,94.9771065342815,51.19331141822085,6.196833489869851,0,84.68776468171227,35.53302583622679,0.6378942771429642,0,10.289341852569237,15.66028558199406,5.558939212726887,0
AZ,04,2018,103.30794646451093,49.79369046021736,8.525979471353818,0,91.82490995540623,28.25716071571145,1.2840128761954532,0,11.483036509104707,21.536529744505913,7.241966595158365,0
AZ,04,2019,90.06250838588488,50.848014222460755,7.453508654233195,0,78.2989526790415,38.106601307790086,0.29955856153238625,0,11.763555706843377,12.741412914670668,7.153950092700809,0
AZ,04,2020,121.55885214007782,65.19326110291158,18.4893163826647,0,105.4969912015265,52.01130258289506,8.589243324811582,0,16.06186093855132,13.181958520016515,9.900073057853119,0
CA,06,1982,25.324485874579683,7.445410711210608,1.4135480771845232,0,8.858804251808772,0.8818975806833393,0.07324867722735977,0,16.46568162277091,6.5635131305272685,1.3402993999571635,0
CA,06,1983,28.07222680431059,7.993243182003571,0.509815739624591,0,10.004070421373353,0.7975685988990233,0.08618977076839189,0,18.068156382937236,7.195674583104548,0.42362596885619913,0
CA,06,1984,42.12046713132064,14.309961661515594,3.778234979561872,0,15.313553236719162,2.3844967068275578,0.20378414959074276,0,26.806913894601475,11.925464954688035,3.5744508299711293,0
CA,06,1985,27.490605711799734,6.96754824032701,0.5592252544569621,0,10.534100056351665,1.2055742007707697,0.022509275332720652,0,16.95650565544807,5.7619740395562395,0.5367159791242415,0
CA,06,1986,26.056220713657744,5.3050039426100986,0.9078199632023057,0,7.312579243908281,0.9182567596531962,0.043786637422344524,0,18.743641469749463,4.386747182956903,0.8640333257799612,0
CA,06,1987,24.692761911667407,4.6629521539339995,0.9690980939519455,0,6.142535398106953,0.21989733925268928,0.032424418642954395,0,18.550226513560453,4.44305481468131,0.936673675308991,0
CA,06,1988,32.017864102308465,11.722662304115723,1.9114634787416276,0,13.21656261209244,2.0727073593770147,0.09116420855227772,0,18.801301490216026,9.649954944738708,1.82029927018935,0
CA,06,1989,22.887431684083637,6.163568469995377,1.3969891147707394,0,8.074747580811293,1.330038647535781,0.06118813835079228,0,14.812684103272344,4.833529822459596,1.3358009764199472,0
CA,06,1990,29.128968667579056,12.536462345807692,3.4502596684582127,0,13.870479449668013,3.391165464755839,0.17489574931717855,0,15.258489217911043,9.145296881051852,3.275363919141034,0
CA,06,1991,28.684400859217096,10.004812703361642,2.5198399390934716,0,9.851715762569182,1.8947488536296315,0.24297137939262842,0,18.832685096647914,8.110063849732011,2.2768685597008433,0
CA,06,1992,30.968155492916896,10.897215701558011,2.555962404720256,0,13.333613659242308,2.401124680589725,0.11592917836937747,0,17.63454183367459,8.4960910209682865,2.4400332263508786,0
CA,06,1993,25.29125012462273,7.147254221311847,1.413226323946598,0,8.978532038967568,1.3955920478289785,0.05997164310290565,0,16.312718085655163,5.751662173482869,1.3532546808436925,0
CA,06,1994,31.028631506439595,10.507753799860422,3.3776884522309736,0,15.982519777468482,2.8273357832420007,0.20488283116621517,0,15.046111728971113,7.680418016618422,3.1728056210647586,0
CA,06,1995,30.362747319478306,13.472057317393707,4.232573210190967,0,15.737128629562818,4.479015910420132,0.5041346408726795,0,14.625618689915488,8.993041406973575,3.7284385693182878,0
CA,06,1996,38.46748932776232,16.550773567291746,5.654486871561546,0,19.930542890702565,5.491556798795859,0.49812846118499177,0,18.536946437059758,11.059216768495887,5.156358410376554,0
CA,06,1997,29.799896676425004,10.333259314982826,3.714219680421995,0,12.511106932903068,2.290222537598947,0.3545508319641288,0,17.288789743521935,8.043036777383879,3.3596688484578663,0
CA,06,1998,33.816809114226935,18.879532868679362,7.0123489799062835,0,24.18518979296575,6.799386419451964,0.8794903503677525,0,9.631619321261184,12.0801464492274,6.132858629538531,0
CA,06,1999,21.993478832262333,8.621432391034414,2.5755893522336923,0,9.18514271873448,1.54567897136443,0.13457979652117777,0,12.808336113527853,7.075753419669984,2.4410095557125144,0
CA,06,2000,31.396155275393582,10.87961443992278,3.925049622506412,0,12.92105949700978,3.042787924682896,0.16760044294486842,0,18.475095778383803,7.836826515239883,3.7574491795615437,0
CA,06,2001,35.00847434584394,12.0490333807655,3.1818540237281683,0,12.896493355551007,2.8117839903399875,0.19661735982044728,0,22.111980990292935,9.237249390425513,2.985236663907721,0
CA,06,2002,31.003027199477945,11.141716440230937,3.34493306626304,0,13.532197825047561,2.49090353498093,0.15787892254504587,0,17.470829374430384,8.650812905250007,3.1870541437179942,0
CA,06,2003,42.16634642400732,14.88852836413403,4.197198480962178,0,19.26604466850758,4.226248149846656,0.3258161346618611,0,22.900301755499743,10.662280214287374,3.871382346300317,0
CA,06,2004,28.006648056338538,6.868706551983541,2.786645881105381,0,10.601673818965544,1.4594623980901418,0.14123982812894242,0,17.404974237372993,5.4092441538933995,2.6454060529764387,0
CA,06,2005,30.772012906383402,12.67292650430968,3.866345517660174,0,14.956866879016749,3.1964718711314237,0.37253626310614596,0,15.815146027366653,9.476454633178257,3.4938092545540282,0
CA,06,2006,34.78717156245185,15.379537400415106,5.708745343641522,0,20.08350429283287,6.62339915808473,0.9375637159470692,0,14.703667269618983,8.756138242330376,4.771181627694452,0
CA,06,2007,26.341407375853098,10.542349070540999,4.267734947839721,0,15.155476431636684,3.471949550998335,0.25248917174807134,0,11.185930944216414,7.070399519542663,4.01524577609165,0
CA,06,2008,32.17338420961997,10.137420354744274,3.2973906265577844,0,15.119254966972903,2.052657093611612,0.20184351378909007,0,17.054129242647065,8.084763261132661,3.095547112768694,0
CA,06,2009,34.70445832162635,8.93920676497512,2.6530367161230095,0,13.698652147091753,2.0430669120877987,0.16753468884922632,0,21.005806174534595,6.8961398528873215,2.485502027273783,0
CA,06,2010,23.563371792664025,7.757139749666917,2.6282163994453156,0,12.983817087826623,2.362095228908173,0.17320809066561627,0,10.579554704837403,5.395044520758745,2.4550083087796994,0
CA,06,2011,25.23430433324572,8.066122556261499,2.60705319351418,0,11.507836727143635,1.4909316431145443,0.10272212916935457,0,13.726467606102085,6.575190913146955,2.504331064344825,0
CA,06,2012,30.319342354508624,9.586506303644422,1.8004631433931824,0,14.232314305155436,1.9398677032704907,0.10697717835691349,0,16.087028049353187,7.646638600373931,1.6934859650362688,0
CA,06,2013,30.615536602829614,10.450345771437377,2.659403804845332,0,11.975849908432549,2.4024260302932774,0.15375612148847664,0,18.639686694397064,8.0479197411441,2.5056476833568553,0
CA,06,2014,30.21602784298442,8.86181378191475,2.245891981546772,0,11.13603827701696,1.0406168383484198,0.11518604360786847,0,19.07998956596746,7.8211969435663296,2.1307059379389037,0
CA,06,2015,31.18438726400986,9.000389729274106,2.1162254266629206,0,14.126564480179772,1.2343069773065678,0.09646032407320775,0,17.05782278383009,7.766082751967538,2.0197651025897128,0
CA,06,2016,30.556469959123742,8.785023519708519,2.040491058885374,0,13.990128351583095,1.8797011258420546,0.12865319856203397,0,16.566341607540647,6.905322393866464,1.9118378603233401,0
CA,06,2017,40.54484152520098,15.770879972447046,3.4893776114127233,0,21.12344164776944,4.314117838612418,0.20640341086820216,0,19.42139987743154,11.456762133834628,3.2829742005445213,0
CA,06,2018,34.82117317574978,9.758621627255671,2.5450227946307993,0,15.881057714082672,3.333762138806951,0.2845926473515804,0,18.940115461667105,6.42485948844872,2.260430147279219,0
CA,06,2019,30.29746313432971,6.9161946108598515,1.7339508578575766,0,12.513657293127043,1.414020727929507,0.10523196005031744,0,17.783805841202668,5.502173882930345,1.628718897807259,0
CA,06,2020,39.47509811207889,13.925276209293683,3.0882918075281194,0,20.355526602035283,5.125518903920074,0.19097846229627974,0,19.119571510043606,8.799757305373609,2.8973133452318396,0
