STATE,state,year,fed_prison_type,wbgt_26_prison,wbgt_28_prison,wbgt_30_prison,wbgt_35_prison,wbgt_26_state,wbgt_28_state,wbgt_30_state,wbgt_35_state,wbgt_26_diff,wbgt_28_diff,wbgt_30_diff,wbgt_35_diff
AL,01,1997,FCI,60.53106796116505,17.765533980582525,0.6150485436893204,0,53.99784085614827,13.113935303524434,0.8441464902751529,0,6.533227105016778,4.651598677058091,-0.2290979465858325,0
AL,01,1997,Work camp,57.800804828973845,16.400402414486923,0.4909456740442656,0,53.99784085614827,13.113935303524434,0.8441464902751529,0,3.802963972825573,3.286467110962489,-0.3532008162308873,0
AL,01,1998,Administrative facility,111,46,1,0,87.29689007267463,33.379533366737036,1.298952414704199,0,23.70310992732537,12.620466633262964,-0.2989524147041991,0
AL,01,1998,FCI,97.07087378640777,43.37184466019418,4.920388349514563,0,87.29689007267463,33.379533366737036,1.298952414704199,0,9.773983713733145,9.992311293457142,3.621435934810364,0
AL,01,1998,Work camp,94.83702213279678,38.65593561368209,3.9275653923541247,0,87.29689007267463,33.379533366737036,1.298952414704199,0,7.540132060122147,5.276402246945054,2.628612977649926,0
AL,01,1999,Administrative facility,74,34,7,0,59.601218787392995,23.59945315510274,4.224467121926819,0,14.398781212607005,10.40054684489726,2.7755328780731814,0
AL,01,1999,FCI,66.38058252427184,25.84514563106796,4.230097087378641,0,59.601218787392995,23.59945315510274,4.224467121926819,0,6.7793637368788495,2.245692475965221,0.005629965451822372,0
AL,01,1999,Work camp,64.89134808853119,25.472837022132797,3.9818913480885314,0,59.601218787392995,23.59945315510274,4.224467121926819,0,5.290129301138194,1.873383867030057,-0.2425757738382872,0
AL,01,2000,Administrative facility,80,25,1,0,65.98290070938394,21.624533682765698,0.6551140308339322,0,14.01709929061606,3.3754663172343022,0.34488596916606784,0
AL,01,2000,FCI,77.53106796116505,24.225728155339805,0,0,65.98290070938394,21.624533682765698,0.6551140308339322,0,11.54816725178111,2.6011944725741074,-0.6551140308339322,0
AL,01,2000,Work camp,74.80080482897384,22.364185110663986,0,0,65.98290070938394,21.624533682765698,0.6551140308339322,0,8.817904119589898,0.73965142789828775,-0.6551140308339322,0
AL,01,2001,Administrative facility,69,21,1,0,45.66614924141055,6.577132325521742,0.05290876557927529,0,23.33385075858945,14.422867674478258,0.9470912344207247,0
